Attrition,Business Travel,CF_age band,CF_attrition label,Department,Education Field,emp no,Employee Number,Gender,Job Role,Marital Status,Over Time,Over18,Training Times Last Year,Age,CF_current Employee,Daily Rate,Distance From Home,Education,Employee Count,Environment Satisfaction,Hourly Rate,Job Involvement,Job Level,Job Satisfaction,Monthly Income,Monthly Rate,Num Companies Worked,Percent Salary Hike,Performance Rating,Relationship Satisfaction,Standard Hours,Stock Option Level,Total Working Years,Work Life Balance,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Curr Manager
Yes,Travel_Rarely,36-40,Ex-Employees,HR,Medical,E0841,841,Female,HR Manager,Married,No,Yes,2,47,Yes,1119,1,4,1,1,33,4,2,2,9050,29128,3,13,4,2,80,3,20,1,2,2,5,10
No,Travel_Frequently,36-40,Current Employees,HR,Other,E0842,842,Female,Sales Executive,Divorced,Yes,Yes,3,31,Yes,1230,9,1,1,2,34,3,4,2,6319,20396,3,13,4,1,80,1,4,2,9,10,3,6
No,Travel_Rarely,31-35,Current Employees,R&D,Life Sciences,E0843,843,Female,Sales Executive,Divorced,Yes,Yes,4,36,Yes,1051,9,4,1,2,39,3,4,4,7531,21148,1,9,4,2,80,3,4,3,3,1,5,3
No,Travel_Rarely,41-45,Current Employees,Sales,Other,E0844,844,Male,Research Scientist,Divorced,Yes,Yes,1,32,Yes,1383,11,2,1,2,27,1,2,2,5884,24865,2,10,2,1,80,3,20,3,6,6,1,7
No,Travel_Rarely,31-35,Ex-Employees,HR,Life Sciences,E0845,845,Female,HR Manager,Married,Yes,Yes,2,48,Yes,1003,22,4,1,4,48,2,1,4,7373,28236,1,10,2,2,80,2,16,4,6,10,5,1
Yes,Travel_Frequently,41-45,Current Employees,Sales,Other,E0846,846,Male,Research Scientist,Single,Yes,Yes,1,35,No,1337,22,2,1,3,38,4,2,1,8839,29539,1,8,2,3,80,0,7,4,6,3,1,6
Yes,Travel_Rarely,26-30,Current Employees,HR,Life Sciences,E0847,847,Female,HR Manager,Married,Yes,Yes,3,48,No,1318,24,4,1,2,47,1,1,4,5257,29110,3,9,3,4,80,0,14,2,2,1,4,2
No,Travel_Rarely,31-35,Ex-Employees,R&D,Medical,E0848,848,Female,Research Scientist,Married,Yes,Yes,5,34,Yes,1465,18,5,1,4,45,3,1,2,3802,28828,2,7,3,1,80,0,12,2,1,10,5,5
Yes,Travel_Rarely,31-35,Current Employees,HR,Life Sciences,E0849,849,Male,Research Scientist,Single,No,Yes,1,36,Yes,1004,30,4,1,4,28,4,4,3,4826,29717,3,7,4,2,80,2,1,3,8,4,2,1
No,Travel_Rarely,31-35,Current Employees,HR,Life Sciences,E0850,850,Female,Sales Executive,Married,Yes,Yes,2,47,Yes,1466,3,5,1,2,25,1,4,4,8750,21946,3,8,1,1,80,3,1,1,10,2,4,8
No,Travel_Rarely,46-50,Ex-Employees,Sales,Medical,E0851,851,Male,Research Scientist,Divorced,Yes,Yes,3,44,No,1081,27,3,1,1,50,3,1,4,5532,25114,1,10,4,3,80,2,18,1,3,6,5,5
No,Travel_Rarely,46-50,Current Employees,Sales,Medical,E0852,852,Female,HR Manager,Divorced,Yes,Yes,3,37,Yes,1226,11,2,1,3,42,2,2,1,3726,26707,3,5,1,4,80,1,6,4,4,1,1,10
No,Travel_Rarely,31-35,Ex-Employees,Sales,Other,E0853,853,Male,Research Scientist,Divorced,Yes,Yes,3,26,Yes,1195,11,2,1,4,42,1,2,1,6532,24419,1,8,2,1,80,3,18,2,5,7,3,8
No,Travel_Rarely,36-40,Current Employees,HR,Other,E0854,854,Female,HR Manager,Divorced,No,Yes,5,35,No,1413,28,5,1,4,28,1,5,4,9000,25926,1,11,3,4,80,0,6,3,6,10,4,2
Yes,Travel_Rarely,26-30,Current Employees,Sales,Medical,E0855,855,Female,Research Scientist,Single,No,Yes,5,50,No,1049,7,5,1,2,44,2,4,2,8280,22928,1,10,2,1,80,3,11,2,8,9,3,9
Yes,Travel_Rarely,36-40,Ex-Employees,Sales,Medical,E0856,856,Male,Sales Executive,Divorced,No,Yes,2,30,Yes,1113,23,4,1,4,23,2,2,3,5976,22333,1,5,2,4,80,3,18,4,2,5,2,5
Yes,Travel_Rarely,26-30,Current Employees,R&D,Medical,E0857,857,Female,Research Scientist,Married,No,Yes,3,36,No,1147,24,2,1,1,34,2,3,3,9305,20981,2,9,2,3,80,1,10,3,2,9,4,3
Yes,Travel_Rarely,26-30,Ex-Employees,Sales,Other,E0858,858,Male,HR Manager,Married,Yes,Yes,4,27,Yes,1302,10,5,1,3,31,3,2,2,5569,21601,4,12,2,3,80,3,3,3,1,9,4,8
No,Travel_Frequently,46-50,Current Employees,Sales,Other,E0859,859,Male,HR Manager,Divorced,Yes,Yes,3,28,No,1338,27,4,1,1,39,1,2,2,9343,27642,5,9,4,1,80,3,1,2,7,2,1,4
Yes,Travel_Frequently,26-30,Current Employees,HR,Medical,E0860,860,Female,Sales Executive,Single,No,Yes,2,28,Yes,1295,30,4,1,2,29,1,5,2,9551,22203,5,7,3,2,80,3,3,1,9,6,0,10
Yes,Travel_Rarely,31-35,Ex-Employees,R&D,Medical,E0861,861,Female,HR Manager,Married,No,Yes,3,48,Yes,1330,19,1,1,3,33,4,5,3,6527,28712,3,13,2,4,80,1,13,1,8,3,2,3
Yes,Travel_Frequently,31-35,Current Employees,Sales,Life Sciences,E0862,862,Male,Sales Executive,Single,Yes,Yes,3,42,Yes,1125,3,1,1,1,29,2,3,4,8259,22705,4,14,1,4,80,2,10,2,6,5,3,8
Yes,Travel_Frequently,26-30,Current Employees,Sales,Medical,E0863,863,Male,Research Scientist,Single,No,Yes,4,39,No,1221,27,3,1,2,48,4,4,4,8846,20280,5,7,3,3,80,0,11,4,2,9,0,8
No,Travel_Frequently,46-50,Ex-Employees,HR,Other,E0864,864,Male,HR Manager,Divorced,No,Yes,2,32,Yes,1200,24,2,1,1,36,4,1,2,6235,25638,4,10,2,4,80,1,20,2,5,5,1,2
No,Travel_Rarely,36-40,Ex-Employees,Sales,Other,E0865,865,Male,Sales Executive,Divorced,No,Yes,3,35,No,1126,6,5,1,2,30,4,3,1,8272,24102,1,12,3,2,80,0,1,4,4,10,4,2
No,Travel_Frequently,46-50,Current Employees,Sales,Medical,E0866,866,Male,Research Scientist,Married,Yes,Yes,5,38,Yes,1424,16,2,1,4,38,2,5,3,4225,23162,2,5,2,4,80,3,15,4,7,2,3,5
No,Travel_Frequently,46-50,Current Employees,Sales,Other,E0867,867,Male,Research Scientist,Single,Yes,Yes,1,45,Yes,1472,26,4,1,1,34,3,1,2,7053,26283,2,7,1,1,80,3,18,3,8,8,3,6
No,Travel_Rarely,36-40,Current Employees,R&D,Medical,E0868,868,Female,Sales Executive,Single,No,Yes,4,35,Yes,1098,22,5,1,1,24,1,4,3,6118,20495,3,18,4,2,80,1,15,4,7,1,5,10
Yes,Travel_Frequently,31-35,Ex-Employees,R&D,Life Sciences,E0869,869,Female,Sales Executive,Divorced,No,Yes,4,28,No,1366,15,1,1,2,49,2,3,2,5839,25324,1,8,3,4,80,3,19,2,6,1,2,3
No,Travel_Frequently,41-45,Current Employees,R&D,Other,E0870,870,Male,Research Scientist,Single,No,Yes,2,48,Yes,1187,14,5,1,1,38,2,1,3,5731,23167,5,13,4,2,80,0,16,3,9,5,3,7
Yes,Travel_Frequently,46-50,Current Employees,Sales,Other,E0871,871,Male,Research Scientist,Married,Yes,Yes,5,32,Yes,1213,12,1,1,1,21,2,4,3,3023,23807,4,15,1,3,80,3,4,2,9,9,1,3
Yes,Travel_Frequently,31-35,Ex-Employees,HR,Medical,E0872,872,Male,Sales Executive,Divorced,No,Yes,5,35,Yes,1238,14,4,1,4,27,3,1,1,4368,22384,5,11,4,4,80,3,6,4,7,3,3,10
No,Travel_Rarely,26-30,Ex-Employees,HR,Medical,E0873,873,Male,Sales Executive,Single,No,Yes,5,50,Yes,1005,21,3,1,1,41,1,1,3,5182,20999,5,8,2,3,80,3,11,2,10,5,2,5
No,Travel_Frequently,46-50,Ex-Employees,Sales,Other,E0874,874,Male,Research Scientist,Single,No,Yes,2,47,Yes,1068,16,1,1,4,46,4,3,3,9036,20727,5,19,1,2,80,0,4,2,10,7,0,2
No,Travel_Rarely,46-50,Ex-Employees,HR,Medical,E0875,875,Female,Research Scientist,Divorced,No,Yes,2,49,Yes,1036,21,1,1,2,37,1,1,3,5532,29508,3,9,4,1,80,3,2,2,6,7,4,8
No,Travel_Frequently,26-30,Ex-Employees,HR,Other,E0876,876,Female,HR Manager,Divorced,Yes,Yes,2,30,Yes,1124,10,3,1,3,23,1,5,1,4326,26501,3,12,2,3,80,0,3,3,10,7,3,10
No,Travel_Frequently,41-45,Current Employees,HR,Life Sciences,E0877,877,Male,HR Manager,Divorced,Yes,Yes,3,49,No,1039,9,3,1,1,43,1,1,3,3416,25238,2,15,3,1,80,1,18,3,4,3,5,5
Yes,Travel_Frequently,41-45,Current Employees,R&D,Life Sciences,E0878,878,Female,Sales Executive,Single,Yes,Yes,3,33,Yes,1118,17,5,1,4,24,1,3,4,6987,29622,1,7,1,1,80,0,1,1,1,5,1,6
Yes,Travel_Frequently,36-40,Current Employees,HR,Other,E0879,879,Female,Sales Executive,Divorced,No,Yes,4,43,Yes,1085,7,4,1,3,49,3,2,3,9720,22363,2,15,3,4,80,3,5,3,6,7,3,5
No,Travel_Frequently,26-30,Ex-Employees,R&D,Medical,E0880,880,Female,Research Scientist,Married,No,Yes,4,34,No,1249,9,2,1,1,21,4,3,2,7542,23802,5,15,1,1,80,3,6,1,4,6,3,9
Yes,Travel_Rarely,31-35,Current Employees,Sales,Other,E0881,881,Female,Research Scientist,Single,Yes,Yes,1,35,No,1164,15,1,1,2,42,2,2,3,3085,21545,4,15,2,3,80,0,2,2,9,5,4,4
Yes,Travel_Rarely,31-35,Ex-Employees,Sales,Medical,E0882,882,Female,Sales Executive,Single,Yes,Yes,1,46,Yes,1174,28,4,1,4,41,3,3,3,8304,22728,5,10,4,2,80,3,10,4,4,1,2,7
No,Travel_Rarely,41-45,Current Employees,HR,Other,E0883,883,Male,Sales Executive,Divorced,No,Yes,4,50,Yes,1204,20,4,1,2,39,1,5,4,5719,24530,4,11,2,2,80,0,2,4,2,4,5,8
No,Travel_Frequently,36-40,Current Employees,R&D,Life Sciences,E0884,884,Male,Sales Executive,Single,No,Yes,1,27,No,1205,25,4,1,3,23,3,4,2,6760,25569,5,9,3,1,80,2,17,3,6,1,2,3
No,Travel_Rarely,36-40,Ex-Employees,R&D,Life Sciences,E0885,885,Female,Sales Executive,Married,No,Yes,3,41,No,1195,17,4,1,1,26,3,3,3,5759,27651,4,20,3,4,80,0,19,1,7,8,3,4
Yes,Travel_Frequently,31-35,Current Employees,Sales,Life Sciences,E0886,886,Male,Research Scientist,Married,Yes,Yes,4,43,No,1173,6,4,1,2,22,4,4,4,4201,21798,4,7,1,4,80,3,18,3,9,5,0,7
Yes,Travel_Rarely,36-40,Ex-Employees,R&D,Life Sciences,E0887,887,Female,HR Manager,Single,No,Yes,2,31,No,1040,19,5,1,4,35,1,5,4,6056,28303,1,7,4,3,80,2,17,2,6,4,1,2
No,Travel_Rarely,41-45,Ex-Employees,Sales,Other,E0888,888,Female,HR Manager,Divorced,No,Yes,5,33,Yes,1419,27,5,1,1,47,4,4,3,8232,20083,2,14,1,3,80,0,6,2,5,1,1,9
No,Travel_Rarely,41-45,Current Employees,HR,Life Sciences,E0889,889,Male,Sales Executive,Divorced,Yes,Yes,2,39,Yes,1105,8,3,1,1,41,4,3,4,8644,29268,2,10,1,1,80,0,15,2,9,8,3,4
Yes,Travel_Frequently,36-40,Ex-Employees,R&D,Medical,E0890,890,Female,Sales Executive,Married,Yes,Yes,1,28,No,1487,1,5,1,1,46,2,4,3,4016,23247,2,17,4,4,80,3,1,3,9,10,0,10
Yes,Travel_Rarely,41-45,Current Employees,Sales,Life Sciences,E0891,891,Female,HR Manager,Single,Yes,Yes,2,28,No,1184,12,1,1,2,46,2,1,2,3179,20671,2,5,1,3,80,0,14,1,3,10,4,2
Yes,Travel_Frequently,41-45,Current Employees,R&D,Medical,E0892,892,Female,Research Scientist,Single,No,Yes,4,32,Yes,1498,12,1,1,3,27,3,1,3,6459,29407,5,17,2,1,80,3,11,2,6,6,1,9
No,Travel_Rarely,36-40,Ex-Employees,Sales,Life Sciences,E0893,893,Male,Research Scientist,Married,No,Yes,4,50,Yes,1286,9,5,1,1,40,4,3,4,8278,26424,5,20,3,3,80,1,11,3,4,7,5,2
No,Travel_Frequently,41-45,Current Employees,HR,Medical,E0894,894,Female,Sales Executive,Married,Yes,Yes,1,44,Yes,1426,26,4,1,1,20,1,5,4,3090,24211,1,16,4,2,80,2,2,1,9,4,0,6
Yes,Travel_Frequently,26-30,Current Employees,R&D,Life Sciences,E0895,895,Female,Sales Executive,Married,No,Yes,4,30,No,1337,11,3,1,2,44,3,5,2,8677,22185,3,10,2,3,80,3,8,3,10,1,2,9
No,Travel_Frequently,41-45,Ex-Employees,R&D,Other,E0896,896,Male,HR Manager,Single,No,Yes,2,39,Yes,1347,7,3,1,1,22,4,2,4,5711,27634,2,6,2,1,80,3,7,4,6,1,5,7
Yes,Travel_Frequently,46-50,Current Employees,R&D,Life Sciences,E0897,897,Female,Sales Executive,Married,Yes,Yes,5,38,No,1323,7,5,1,4,26,2,3,1,7473,21961,5,18,4,2,80,2,16,2,5,8,4,2
No,Travel_Frequently,31-35,Current Employees,R&D,Life Sciences,E0898,898,Female,HR Manager,Married,No,Yes,1,47,Yes,1282,26,2,1,4,47,3,4,1,8841,25475,4,6,1,1,80,0,6,3,9,1,1,9
Yes,Travel_Frequently,26-30,Current Employees,Sales,Other,E0899,899,Female,Research Scientist,Divorced,No,Yes,5,39,No,1395,28,5,1,4,42,2,5,1,7370,22882,3,14,2,4,80,3,1,3,2,8,4,1
No,Travel_Frequently,36-40,Ex-Employees,HR,Life Sciences,E0900,900,Male,Sales Executive,Married,No,Yes,3,39,Yes,1042,10,4,1,1,40,4,3,4,8853,23385,3,10,3,1,80,1,3,1,7,8,4,4
No,Travel_Frequently,31-35,Ex-Employees,HR,Other,E0901,901,Male,HR Manager,Single,Yes,Yes,5,43,Yes,1203,29,4,1,4,28,4,1,3,9594,26696,2,10,1,2,80,1,3,4,2,4,0,9
No,Travel_Frequently,46-50,Current Employees,Sales,Medical,E0902,902,Female,Sales Executive,Single,Yes,Yes,4,36,Yes,1121,5,5,1,4,29,2,3,4,4214,25476,1,14,3,1,80,2,16,1,4,4,5,9
No,Travel_Frequently,31-35,Ex-Employees,HR,Medical,E0903,903,Male,Sales Executive,Single,No,Yes,2,34,Yes,1147,8,2,1,3,31,1,5,3,4764,26242,2,9,4,3,80,2,7,2,5,9,2,10
Yes,Travel_Rarely,41-45,Current Employees,R&D,Other,E0904,904,Female,HR Manager,Married,Yes,Yes,5,28,No,1371,20,4,1,1,33,2,5,4,7381,27644,5,14,3,1,80,3,2,1,10,2,4,1
Yes,Travel_Frequently,31-35,Ex-Employees,HR,Other,E0905,905,Female,Sales Executive,Single,No,Yes,5,50,Yes,1341,6,1,1,3,29,2,2,1,7265,20269,2,17,4,1,80,2,10,3,8,6,3,7
Yes,Travel_Rarely,36-40,Ex-Employees,R&D,Other,E0906,906,Female,HR Manager,Single,Yes,Yes,2,28,No,1387,7,1,1,4,44,1,4,3,5493,22027,2,18,4,2,80,2,10,2,3,5,0,4
No,Travel_Rarely,41-45,Current Employees,R&D,Other,E0907,907,Male,Sales Executive,Married,No,Yes,1,35,No,1100,28,1,1,1,40,1,3,1,7382,25706,5,12,4,1,80,0,1,3,6,7,3,8
No,Travel_Frequently,41-45,Current Employees,R&D,Other,E0908,908,Male,Sales Executive,Married,No,Yes,2,31,Yes,1052,26,1,1,1,33,1,5,4,7210,23494,5,6,1,4,80,3,14,2,10,10,2,9
No,Travel_Rarely,46-50,Current Employees,R&D,Life Sciences,E0909,909,Female,Sales Executive,Divorced,No,Yes,3,32,Yes,1382,17,4,1,3,42,4,2,2,9786,23499,1,8,4,2,80,0,18,2,4,6,0,4
No,Travel_Frequently,31-35,Ex-Employees,Sales,Life Sciences,E0910,910,Female,HR Manager,Divorced,Yes,Yes,5,38,Yes,1405,20,3,1,2,33,4,2,1,6592,25909,3,5,4,3,80,1,1,1,3,6,3,1
Yes,Travel_Frequently,46-50,Ex-Employees,HR,Other,E0911,911,Female,Sales Executive,Single,Yes,Yes,2,31,Yes,1378,8,4,1,4,40,4,4,4,9395,27313,3,5,4,1,80,3,3,2,8,6,2,4
Yes,Travel_Rarely,41-45,Current Employees,R&D,Life Sciences,E0912,912,Female,Research Scientist,Single,Yes,Yes,5,37,No,1233,27,3,1,4,32,1,5,4,9092,22746,4,9,3,2,80,0,13,1,5,3,4,6
Yes,Travel_Frequently,41-45,Ex-Employees,R&D,Other,E0913,913,Male,HR Manager,Married,Yes,Yes,1,45,Yes,1241,22,2,1,2,41,3,4,3,6974,27846,2,20,1,3,80,3,1,2,1,3,0,8
Yes,Travel_Rarely,46-50,Ex-Employees,Sales,Medical,E0914,914,Male,Research Scientist,Single,No,Yes,5,32,Yes,1236,25,2,1,1,46,1,3,1,4625,23412,5,10,1,4,80,1,8,3,8,4,3,8
Yes,Travel_Rarely,41-45,Current Employees,HR,Other,E0915,915,Male,Research Scientist,Divorced,No,Yes,5,32,Yes,1231,7,4,1,3,25,4,1,4,3932,27889,3,12,1,3,80,3,1,1,1,3,4,1
Yes,Travel_Rarely,31-35,Ex-Employees,Sales,Other,E0916,916,Female,HR Manager,Married,No,Yes,2,49,Yes,1474,13,3,1,4,32,2,2,2,5416,28113,3,7,4,3,80,0,13,2,5,8,1,10
No,Travel_Rarely,26-30,Ex-Employees,R&D,Medical,E0917,917,Female,HR Manager,Divorced,Yes,Yes,1,27,Yes,1109,25,4,1,2,34,2,3,1,7266,24384,3,10,1,2,80,1,3,2,5,8,3,4
No,Travel_Frequently,46-50,Ex-Employees,R&D,Other,E0918,918,Male,Research Scientist,Single,Yes,Yes,3,36,Yes,1221,18,4,1,4,29,3,5,2,9938,24466,4,15,1,2,80,2,20,3,7,1,3,5
Yes,Travel_Frequently,36-40,Ex-Employees,HR,Medical,E0919,919,Male,HR Manager,Divorced,No,Yes,2,40,No,1337,28,3,1,4,27,4,3,4,9832,26973,1,7,4,4,80,2,6,2,2,5,0,8
No,Travel_Frequently,26-30,Ex-Employees,Sales,Medical,E0920,920,Male,Research Scientist,Single,Yes,Yes,2,44,Yes,1013,27,5,1,2,47,4,5,4,4200,24356,3,18,1,4,80,0,9,2,6,8,5,9
Yes,Travel_Rarely,36-40,Ex-Employees,HR,Medical,E0921,921,Female,Sales Executive,Single,Yes,Yes,1,50,Yes,1190,18,2,1,2,25,2,5,3,6528,26870,4,6,3,2,80,1,20,3,1,3,5,1
Yes,Travel_Frequently,41-45,Current Employees,R&D,Other,E0922,922,Male,HR Manager,Divorced,Yes,Yes,4,35,No,1321,20,2,1,2,50,2,4,3,4426,28372,1,17,3,2,80,3,18,3,4,10,4,5
No,Travel_Rarely,26-30,Current Employees,Sales,Medical,E0923,923,Female,HR Manager,Married,No,Yes,5,48,No,1118,14,2,1,4,39,1,4,1,6090,26887,5,19,4,3,80,3,13,1,4,7,3,9
Yes,Travel_Rarely,41-45,Ex-Employees,R&D,Medical,E0924,924,Male,Research Scientist,Married,Yes,Yes,2,34,No,1277,14,2,1,2,24,4,3,2,7365,20058,5,10,3,3,80,0,5,2,1,7,4,1
No,Travel_Rarely,41-45,Ex-Employees,HR,Other,E0925,925,Male,Research Scientist,Married,No,Yes,1,28,Yes,1075,1,2,1,1,41,1,5,3,6436,26677,2,18,3,4,80,2,17,4,2,5,5,5
Yes,Travel_Rarely,46-50,Current Employees,R&D,Medical,E0926,926,Male,Research Scientist,Married,No,Yes,2,45,Yes,1340,13,4,1,2,26,2,2,3,5789,23602,4,11,4,2,80,2,19,1,6,2,4,5
Yes,Travel_Rarely,36-40,Current Employees,Sales,Other,E0927,927,Female,Research Scientist,Married,Yes,Yes,1,44,Yes,1201,20,4,1,1,23,3,3,4,8507,25911,4,6,2,4,80,1,15,3,7,2,1,6
Yes,Travel_Rarely,31-35,Ex-Employees,R&D,Other,E0928,928,Male,Research Scientist,Divorced,Yes,Yes,1,29,No,1380,24,4,1,4,22,1,1,4,6476,20383,1,19,3,2,80,1,20,4,10,2,0,7
Yes,Travel_Frequently,46-50,Current Employees,HR,Other,E0929,929,Male,Sales Executive,Married,No,Yes,3,34,Yes,1267,12,5,1,4,41,3,5,1,3234,22713,3,11,2,4,80,2,16,1,5,4,3,7
No,Travel_Frequently,46-50,Current Employees,R&D,Other,E0930,930,Male,HR Manager,Married,No,Yes,1,36,Yes,1135,29,5,1,4,26,2,3,3,5738,20310,5,5,4,3,80,3,14,4,1,3,5,7
Yes,Travel_Frequently,36-40,Ex-Employees,R&D,Life Sciences,E0931,931,Male,Sales Executive,Divorced,Yes,Yes,1,26,No,1156,10,5,1,2,39,2,4,4,9722,24128,5,18,2,3,80,1,9,3,6,5,3,9
Yes,Travel_Rarely,46-50,Current Employees,HR,Medical,E0932,932,Female,Sales Executive,Divorced,No,Yes,4,45,Yes,1143,28,3,1,3,24,4,1,2,6640,25400,5,5,2,1,80,1,8,4,3,8,1,8
No,Travel_Rarely,36-40,Current Employees,HR,Other,E0933,933,Female,Research Scientist,Married,Yes,Yes,5,48,No,1357,9,1,1,2,36,2,1,3,4274,22556,1,20,4,2,80,1,15,4,2,9,4,3
No,Travel_Frequently,46-50,Ex-Employees,R&D,Medical,E0934,934,Female,Research Scientist,Single,Yes,Yes,3,47,No,1347,19,4,1,2,37,3,4,1,5384,26270,4,5,1,4,80,1,17,4,4,5,3,7
Yes,Travel_Frequently,26-30,Ex-Employees,HR,Medical,E0935,935,Male,HR Manager,Married,No,Yes,5,50,No,1149,8,4,1,4,26,2,5,2,4658,29577,5,11,2,1,80,2,11,3,3,5,0,5
Yes,Travel_Frequently,36-40,Ex-Employees,Sales,Life Sciences,E0936,936,Male,Research Scientist,Married,Yes,Yes,2,36,No,1281,24,3,1,2,33,1,2,2,4998,21251,1,20,2,2,80,0,6,3,9,3,4,8
No,Travel_Rarely,31-35,Ex-Employees,R&D,Life Sciences,E0937,937,Female,Sales Executive,Divorced,No,Yes,3,35,Yes,1216,4,3,1,3,50,2,1,3,7331,28146,2,11,3,3,80,0,15,2,4,8,5,7
Yes,Travel_Frequently,46-50,Ex-Employees,HR,Life Sciences,E0938,938,Male,HR Manager,Divorced,No,Yes,3,44,No,1486,8,2,1,4,31,3,3,2,4977,23844,1,11,3,3,80,3,16,4,3,9,4,5
No,Travel_Frequently,26-30,Current Employees,R&D,Medical,E0939,939,Female,Sales Executive,Single,No,Yes,1,42,Yes,1201,27,3,1,2,34,2,1,1,7492,22551,3,13,3,4,80,1,2,3,3,3,0,9
Yes,Travel_Rarely,31-35,Ex-Employees,Sales,Medical,E0940,940,Female,Sales Executive,Single,No,Yes,4,36,No,1073,16,3,1,2,25,2,2,3,5216,28919,4,5,4,4,80,2,10,3,3,1,2,7
No,Travel_Rarely,46-50,Ex-Employees,Sales,Other,E0941,941,Female,Sales Executive,Divorced,Yes,Yes,1,37,Yes,1251,24,2,1,4,45,2,2,4,3755,28694,5,19,2,4,80,0,17,2,1,1,1,5
Yes,Travel_Frequently,46-50,Current Employees,HR,Medical,E0942,942,Female,Sales Executive,Single,No,Yes,4,49,No,1417,13,5,1,3,33,1,1,3,3489,26130,4,11,1,3,80,0,15,3,1,7,2,9
No,Travel_Frequently,41-45,Current Employees,R&D,Life Sciences,E0943,943,Male,Sales Executive,Single,No,Yes,3,47,Yes,1460,28,2,1,3,41,1,1,4,4849,27257,4,19,1,4,80,3,13,3,2,3,4,3
No,Travel_Rarely,46-50,Ex-Employees,Sales,Medical,E0944,944,Male,Sales Executive,Married,No,Yes,3,48,Yes,1129,16,2,1,4,48,3,1,1,8458,22780,5,16,4,3,80,3,3,3,2,4,5,4
No,Travel_Rarely,31-35,Ex-Employees,Sales,Life Sciences,E0945,945,Female,Sales Executive,Divorced,Yes,Yes,4,49,No,1348,24,2,1,3,25,2,5,1,8011,23405,3,7,3,2,80,0,17,2,6,3,2,4
Yes,Travel_Rarely,31-35,Ex-Employees,R&D,Life Sciences,E0946,946,Male,Sales Executive,Single,No,Yes,1,39,Yes,1120,12,3,1,1,30,1,2,1,7290,21935,2,10,4,3,80,3,10,1,8,6,0,5
No,Travel_Rarely,26-30,Current Employees,Sales,Life Sciences,E0947,947,Female,HR Manager,Married,No,Yes,1,40,Yes,1231,19,1,1,1,29,3,4,2,4348,25170,2,5,1,3,80,2,9,2,9,10,2,7
Yes,Travel_Frequently,41-45,Ex-Employees,Sales,Life Sciences,E0948,948,Male,Sales Executive,Married,No,Yes,3,40,Yes,1493,23,3,1,3,28,1,3,2,8526,24019,2,5,4,4,80,3,8,1,1,10,3,9
No,Travel_Frequently,26-30,Ex-Employees,Sales,Life Sciences,E0949,949,Female,Research Scientist,Divorced,Yes,Yes,1,26,No,1292,13,4,1,4,24,3,2,4,4065,21979,5,8,2,4,80,3,2,2,9,1,3,9
No,Travel_Frequently,26-30,Ex-Employees,Sales,Life Sciences,E0950,950,Female,HR Manager,Divorced,No,Yes,3,34,Yes,1220,17,5,1,3,46,2,3,1,5153,26236,1,9,3,1,80,1,16,1,2,8,5,5
Yes,Travel_Frequently,46-50,Current Employees,Sales,Life Sciences,E0951,951,Male,Research Scientist,Divorced,Yes,Yes,3,35,Yes,1419,4,1,1,4,45,2,3,1,8308,26929,5,18,2,3,80,1,10,2,7,9,0,9
Yes,Travel_Frequently,26-30,Ex-Employees,HR,Medical,E0952,952,Female,Sales Executive,Single,Yes,Yes,2,26,Yes,1043,9,4,1,1,42,4,4,4,9284,22797,1,8,2,3,80,1,12,3,2,7,4,2
Yes,Travel_Rarely,36-40,Ex-Employees,Sales,Medical,E0953,953,Female,HR Manager,Single,No,Yes,4,48,Yes,1195,18,3,1,4,34,4,4,1,6583,29071,5,12,2,1,80,1,12,1,8,6,2,10
No,Travel_Rarely,41-45,Ex-Employees,Sales,Other,E0954,954,Female,HR Manager,Divorced,Yes,Yes,4,49,Yes,1412,12,1,1,4,37,4,3,4,8735,21869,3,12,3,4,80,0,18,3,10,6,1,1
No,Travel_Frequently,46-50,Ex-Employees,R&D,Other,E0955,955,Male,Research Scientist,Married,No,Yes,2,30,Yes,1009,7,5,1,4,34,3,1,3,4042,21491,3,10,4,2,80,2,13,2,10,5,0,10
Yes,Travel_Rarely,36-40,Current Employees,R&D,Other,E0956,956,Male,HR Manager,Married,No,Yes,2,39,No,1163,3,2,1,4,30,2,5,2,9866,22628,4,17,1,4,80,0,5,4,5,7,2,6
Yes,Travel_Frequently,31-35,Current Employees,HR,Life Sciences,E0957,957,Male,Research Scientist,Divorced,Yes,Yes,5,47,Yes,1006,29,2,1,3,39,4,3,4,3131,23871,4,15,4,2,80,2,8,3,7,7,2,1
Yes,Travel_Frequently,41-45,Current Employees,HR,Medical,E0958,958,Male,HR Manager,Single,No,Yes,3,41,Yes,1399,1,4,1,3,45,4,4,3,8695,23488,4,19,1,2,80,1,19,1,4,7,1,10
Yes,Travel_Frequently,31-35,Ex-Employees,Sales,Medical,E0959,959,Male,HR Manager,Divorced,Yes,Yes,5,34,No,1374,2,3,1,2,50,1,1,2,3661,21642,4,18,3,2,80,3,6,1,7,5,1,6
Yes,Travel_Frequently,31-35,Current Employees,R&D,Medical,E0960,960,Female,Sales Executive,Divorced,Yes,Yes,3,27,Yes,1471,12,3,1,1,36,2,4,4,8543,26904,4,14,4,2,80,2,20,1,7,9,3,3
